filename,信号数,平均收益,胜率,最大收益,最大亏损,盈亏比,策略评分
300893.SZ_松原安全.csv,5,0.09%,20.00%,7.59%,-3.82%,4.254,0.851
300894.SZ_火星人.csv,2,5.35%,100.00%,10.06%,0.64%,0.053,0.053
300895.SZ_铜牛信息.csv,1,-0.57%,0.00%,-0.57%,-0.57%,0.0,0.0
300896.SZ_爱美客.csv,1,-3.47%,0.00%,-3.47%,-3.47%,0.0,0.0
300897.SZ_山科智能.csv,0,N/A,N/A,N/A,N/A,,
300898.SZ_熊猫乳品.csv,2,4.03%,100.00%,4.80%,3.25%,0.04,0.04
300900.SZ_广联航空.csv,0,N/A,N/A,N/A,N/A,,
300901.SZ_中胤时尚.csv,0,N/A,N/A,N/A,N/A,,
300902.SZ_国安达.csv,2,-1.00%,50.00%,2.81%,-4.80%,0.584,0.292
300903.SZ_科翔股份.csv,3,1.70%,33.33%,7.54%,-2.45%,3.081,1.027
300904.SZ_威力传动.csv,0,N/A,N/A,N/A,N/A,,
300905.SZ_宝丽迪.csv,0,N/A,N/A,N/A,N/A,,
300906.SZ_日月明.csv,3,0.53%,33.33%,5.67%,-3.58%,2.783,0.928
300907.SZ_康平科技.csv,1,2.37%,100.00%,2.37%,2.37%,0.024,0.024
300908.SZ_仲景食品.csv,2,0.95%,50.00%,6.97%,-5.07%,1.374,0.687
300909.SZ_汇创达.csv,2,-0.53%,50.00%,2.78%,-3.84%,0.724,0.362
300910.SZ_瑞丰新材.csv,8,2.27%,62.50%,9.93%,-5.17%,2.26,1.413
300911.SZ_亿田智能.csv,1,14.37%,100.00%,14.37%,14.37%,0.144,0.144
300912.SZ_凯龙高科.csv,3,9.06%,66.67%,26.08%,-0.85%,16.519,11.013
300913.SZ_兆龙互连.csv,1,-3.58%,0.00%,-3.58%,-3.58%,0.0,0.0
300915.SZ_海融科技.csv,1,-2.07%,0.00%,-2.07%,-2.07%,0.0,0.0
300916.SZ_朗特智能.csv,3,-10.24%,0.00%,-6.96%,-16.67%,0.0,0.0
300917.SZ_特发服务.csv,1,-5.62%,0.00%,-5.62%,-5.62%,0.0,0.0
300918.SZ_南山智尚.csv,2,-1.13%,50.00%,0.94%,-3.21%,0.294,0.147
300919.SZ_中伟股份.csv,2,-0.01%,50.00%,9.02%,-9.03%,0.999,0.499
300920.SZ_润阳科技.csv,5,3.45%,80.00%,11.23%,-12.26%,0.601,0.481
300921.SZ_南凌科技.csv,2,-3.07%,0.00%,-0.08%,-6.06%,0.0,0.0
300922.SZ_天秦装备.csv,3,-0.71%,66.67%,3.23%,-5.87%,0.319,0.212
300923.SZ_研奥股份.csv,0,N/A,N/A,N/A,N/A,,
300925.SZ_法本信息.csv,2,-6.23%,0.00%,-3.40%,-9.05%,0.0,0.0
300926.SZ_博俊科技.csv,3,-4.44%,0.00%,-2.96%,-7.27%,0.0,0.0
300927.SZ_江天化学.csv,1,-3.25%,0.00%,-3.25%,-3.25%,0.0,0.0
300928.SZ_华安鑫创.csv,2,5.76%,50.00%,14.53%,-3.02%,4.813,2.406
300929.SZ_华骐环保.csv,0,N/A,N/A,N/A,N/A,,
300930.SZ_屹通新材.csv,1,-5.33%,0.00%,-5.33%,-5.33%,0.0,0.0
300931.SZ_通用电梯.csv,2,-1.69%,50.00%,1.22%,-4.61%,0.266,0.133
300932.SZ_三友联众.csv,0,N/A,N/A,N/A,N/A,,
300933.SZ_中辰股份.csv,0,N/A,N/A,N/A,N/A,,
300935.SZ_盈建科.csv,3,5.16%,66.67%,15.91%,-0.49%,16.197,10.798
300936.SZ_中英科技.csv,0,N/A,N/A,N/A,N/A,,
300937.SZ_药易购.csv,0,N/A,N/A,N/A,N/A,,
300938.SZ_信测标准.csv,4,3.73%,75.00%,10.22%,-0.98%,5.409,4.057
300939.SZ_秋田微.csv,2,5.30%,100.00%,5.47%,5.13%,0.053,0.053
300940.SZ_南极光.csv,1,2.16%,100.00%,2.16%,2.16%,0.022,0.022
300941.SZ_创识科技.csv,1,1.19%,100.00%,1.19%,1.19%,0.012,0.012
300942.SZ_易瑞生物.csv,1,2.50%,100.00%,2.50%,2.50%,0.025,0.025
300943.SZ_春晖智控.csv,0,N/A,N/A,N/A,N/A,,
300945.SZ_曼卡龙.csv,2,-8.58%,50.00%,3.03%,-20.18%,0.15,0.075
300946.SZ_恒而达.csv,3,-1.85%,33.33%,1.07%,-5.79%,0.324,0.108
300947.SZ_德必集团.csv,1,13.03%,100.00%,13.03%,13.03%,0.13,0.13
300948.SZ_冠中生态.csv,0,N/A,N/A,N/A,N/A,,
300949.SZ_奥雅股份.csv,1,-0.56%,0.00%,-0.56%,-0.56%,0.0,0.0
300950.SZ_德固特.csv,2,6.05%,100.00%,9.47%,2.64%,0.061,0.061
300951.SZ_博硕科技.csv,3,-3.90%,33.33%,0.31%,-10.06%,0.051,0.017
300952.SZ_恒辉安防.csv,1,10.07%,100.00%,10.07%,10.07%,0.101,0.101
300953.SZ_震裕科技.csv,2,-10.44%,0.00%,-7.54%,-13.34%,0.0,0.0
300955.SZ_嘉亨家化.csv,0,N/A,N/A,N/A,N/A,,
300956.SZ_英力股份.csv,2,7.58%,100.00%,8.46%,6.70%,0.076,0.076
300957.SZ_贝泰妮.csv,4,-6.04%,0.00%,-0.17%,-13.96%,0.0,0.0
300958.SZ_建工修复.csv,2,0.50%,50.00%,3.83%,-2.83%,1.352,0.676
300959.SZ_线上线下.csv,0,N/A,N/A,N/A,N/A,,
300960.SZ_通业科技.csv,5,3.07%,60.00%,20.97%,-7.21%,1.459,0.876
300961.SZ_深水海纳.csv,1,-4.96%,0.00%,-4.96%,-4.96%,0.0,0.0
300962.SZ_中金辐照.csv,0,N/A,N/A,N/A,N/A,,
300963.SZ_中洲特材.csv,2,4.24%,100.00%,6.68%,1.80%,0.042,0.042
300964.SZ_本川智能.csv,1,4.48%,100.00%,4.48%,4.48%,0.045,0.045
300965.SZ_恒宇信通.csv,0,N/A,N/A,N/A,N/A,,
300966.SZ_共同药业.csv,1,-7.21%,0.00%,-7.21%,-7.21%,0.0,0.0
300967.SZ_晓鸣股份.csv,1,-6.51%,0.00%,-6.51%,-6.51%,0.0,0.0
300968.SZ_格林精密.csv,1,-5.17%,0.00%,-5.17%,-5.17%,0.0,0.0
300969.SZ_恒帅股份.csv,3,6.38%,66.67%,12.66%,-1.90%,5.535,3.69
300970.SZ_华绿生物.csv,5,-6.17%,0.00%,-1.80%,-12.23%,0.0,0.0
300971.SZ_博亚精工.csv,2,-2.00%,0.00%,-1.01%,-3.00%,0.0,0.0
300972.SZ_万辰集团.csv,0,N/A,N/A,N/A,N/A,,
300973.SZ_立高食品.csv,2,0.96%,50.00%,5.01%,-3.09%,1.622,0.811
300975.SZ_商络电子.csv,3,1.27%,33.33%,13.13%,-5.59%,2.814,0.938
300976.SZ_达瑞电子.csv,2,-2.41%,50.00%,1.94%,-6.77%,0.287,0.144
300977.SZ_深圳瑞捷.csv,2,6.91%,100.00%,13.13%,0.69%,0.069,0.069
300978.SZ_东箭科技.csv,3,-8.47%,0.00%,-5.60%,-13.67%,0.0,0.0
300979.SZ_华利集团.csv,5,0.73%,40.00%,9.72%,-4.09%,2.37,0.948
300980.SZ_祥源新材.csv,2,5.57%,100.00%,5.66%,5.49%,0.056,0.056
300981.SZ_中红医疗.csv,1,-4.09%,0.00%,-4.09%,-4.09%,0.0,0.0
300982.SZ_苏文电能.csv,2,4.65%,50.00%,9.65%,-0.35%,27.411,13.706
300983.SZ_尤安设计.csv,3,-2.30%,33.33%,0.30%,-4.98%,0.083,0.028
300984.SZ_金沃股份.csv,1,-3.59%,0.00%,-3.59%,-3.59%,0.0,0.0
300985.SZ_致远新能.csv,1,2.74%,100.00%,2.74%,2.74%,0.027,0.027
300986.SZ_志特新材.csv,10,1.04%,30.00%,19.89%,-7.65%,3.24,0.972
300987.SZ_川网传媒.csv,0,N/A,N/A,N/A,N/A,,
300988.SZ_津荣天宇.csv,2,0.56%,50.00%,7.18%,-6.06%,1.184,0.592
300989.SZ_蕾奥规划.csv,2,1.74%,50.00%,11.21%,-7.74%,1.449,0.725
300990.SZ_同飞股份.csv,6,-0.65%,50.00%,5.47%,-9.79%,0.718,0.359
300991.SZ_创益通.csv,1,-6.55%,0.00%,-6.55%,-6.55%,0.0,0.0
300992.SZ_泰福泵业.csv,2,-0.92%,50.00%,0.50%,-2.34%,0.211,0.106
300993.SZ_玉马科技.csv,1,0.71%,100.00%,0.71%,0.71%,0.007,0.007
300994.SZ_久祺股份.csv,0,N/A,N/A,N/A,N/A,,
300995.SZ_奇德新材.csv,1,8.08%,100.00%,8.08%,8.08%,0.081,0.081
300996.SZ_普联软件.csv,2,-11.04%,0.00%,-10.32%,-11.77%,0.0,0.0
300997.SZ_欢乐家.csv,0,N/A,N/A,N/A,N/A,,
300998.SZ_宁波方正.csv,1,-16.13%,0.00%,-16.13%,-16.13%,0.0,0.0
300999.SZ_金龙鱼.csv,1,-1.84%,0.00%,-1.84%,-1.84%,0.0,0.0
301000.SZ_肇民科技.csv,6,0.91%,50.00%,7.53%,-2.93%,1.868,0.934
301001.SZ_凯淳股份.csv,0,N/A,N/A,N/A,N/A,,
301002.SZ_崧盛股份.csv,2,-8.23%,0.00%,-5.18%,-11.27%,0.0,0.0
301003.SZ_江苏博云.csv,5,7.81%,80.00%,19.26%,-4.38%,2.48,1.984
301004.SZ_嘉益股份.csv,3,-0.29%,66.67%,2.38%,-4.68%,0.406,0.271
301005.SZ_超捷股份.csv,3,-1.13%,66.67%,5.28%,-13.10%,0.371,0.247
301006.SZ_迈拓股份.csv,5,-2.19%,20.00%,0.50%,-4.51%,0.175,0.035
301007.SZ_德迈仕.csv,0,N/A,N/A,N/A,N/A,,
301008.SZ_宏昌科技.csv,5,-2.08%,40.00%,3.11%,-10.94%,0.509,0.204
301009.SZ_可靠股份.csv,0,N/A,N/A,N/A,N/A,,
301010.SZ_晶雪节能.csv,2,12.05%,100.00%,15.84%,8.25%,0.12,0.12
301011.SZ_华立科技.csv,0,N/A,N/A,N/A,N/A,,
301012.SZ_扬电科技.csv,2,-18.23%,0.00%,-7.75%,-28.72%,0.0,0.0
301013.SZ_利和兴.csv,0,N/A,N/A,N/A,N/A,,
301015.SZ_百洋医药.csv,0,N/A,N/A,N/A,N/A,,
301016.SZ_雷尔伟.csv,1,15.72%,100.00%,15.72%,15.72%,0.157,0.157
301017.SZ_漱玉平民.csv,1,-6.14%,0.00%,-6.14%,-6.14%,0.0,0.0
301018.SZ_申菱环境.csv,1,-3.90%,0.00%,-3.90%,-3.90%,0.0,0.0
301019.SZ_宁波色母.csv,2,3.87%,100.00%,4.98%,2.75%,0.039,0.039
301020.SZ_密封科技.csv,1,-4.91%,0.00%,-4.91%,-4.91%,0.0,0.0
301021.SZ_英诺激光.csv,2,-6.83%,50.00%,2.12%,-15.79%,0.135,0.067
301022.SZ_海泰科.csv,2,2.02%,100.00%,2.57%,1.46%,0.02,0.02
301023.SZ_江南奕帆.csv,2,0.64%,50.00%,2.98%,-1.70%,1.751,0.876
301024.SZ_霍普股份.csv,1,-4.04%,0.00%,-4.04%,-4.04%,0.0,0.0
301025.SZ_读客文化.csv,3,12.22%,66.67%,23.66%,-0.87%,21.661,14.441
301026.SZ_浩通科技.csv,0,N/A,N/A,N/A,N/A,,
301027.SZ_华蓝集团.csv,3,14.06%,100.00%,20.29%,8.35%,0.141,0.141
301028.SZ_东亚机械.csv,1,3.15%,100.00%,3.15%,3.15%,0.031,0.031
301029.SZ_怡合达.csv,7,1.45%,42.86%,7.63%,-4.19%,2.559,1.097
301030.SZ_仕净科技.csv,1,-6.72%,0.00%,-6.72%,-6.72%,0.0,0.0
301031.SZ_中熔电气.csv,2,-6.39%,0.00%,-2.15%,-10.62%,0.0,0.0
301032.SZ_新柴股份.csv,1,6.89%,100.00%,6.89%,6.89%,0.069,0.069
301033.SZ_迈普医学.csv,1,-1.71%,0.00%,-1.71%,-1.71%,0.0,0.0
301035.SZ_润丰股份.csv,2,1.23%,50.00%,3.40%,-0.95%,3.569,1.784
301036.SZ_双乐股份.csv,0,N/A,N/A,N/A,N/A,,
301037.SZ_保立佳.csv,3,5.19%,66.67%,24.50%,-9.45%,1.325,0.883
301038.SZ_深水规院.csv,2,1.09%,50.00%,5.19%,-3.01%,1.723,0.861
301039.SZ_中集车辆.csv,1,28.57%,100.00%,28.57%,28.57%,0.286,0.286
301040.SZ_中环海陆.csv,2,4.18%,50.00%,12.08%,-3.73%,3.239,1.62
301041.SZ_金百泽.csv,0,N/A,N/A,N/A,N/A,,
301042.SZ_安联锐视.csv,3,-6.07%,0.00%,-0.03%,-12.22%,0.0,0.0
301043.SZ_绿岛风.csv,1,0.14%,100.00%,0.14%,0.14%,0.001,0.001
301045.SZ_天禄科技.csv,1,-4.64%,0.00%,-4.64%,-4.64%,0.0,0.0
301046.SZ_能辉科技.csv,2,-5.87%,50.00%,0.22%,-11.96%,0.018,0.009
301047.SZ_义翘神州.csv,3,-2.40%,0.00%,-0.41%,-5.38%,0.0,0.0
301048.SZ_金鹰重工.csv,0,N/A,N/A,N/A,N/A,,
301049.SZ_超越科技.csv,3,-4.71%,33.33%,0.82%,-11.53%,0.109,0.036
301050.SZ_雷电微力.csv,1,6.22%,100.00%,6.22%,6.22%,0.062,0.062
301051.SZ_信濠光电.csv,2,-8.90%,0.00%,-7.91%,-9.89%,0.0,0.0
301052.SZ_果麦文化.csv,2,1.06%,50.00%,2.12%,0.00%,0.011,0.005
301053.SZ_远信工业.csv,0,N/A,N/A,N/A,N/A,,
301055.SZ_张小泉.csv,0,N/A,N/A,N/A,N/A,,
301056.SZ_森赫股份.csv,1,14.35%,100.00%,14.35%,14.35%,0.144,0.144
301057.SZ_汇隆新材.csv,0,N/A,N/A,N/A,N/A,,
301058.SZ_中粮科工.csv,5,0.24%,80.00%,2.31%,-2.93%,0.354,0.283
301059.SZ_金三江.csv,0,N/A,N/A,N/A,N/A,,
301060.SZ_兰卫医学.csv,3,-5.14%,0.00%,-3.56%,-6.64%,0.0,0.0
301061.SZ_匠心家居.csv,5,1.91%,40.00%,16.68%,-8.00%,2.678,1.071
301062.SZ_上海艾录.csv,3,0.35%,66.67%,3.41%,-4.56%,0.615,0.41
301063.SZ_海锅股份.csv,1,0.60%,100.00%,0.60%,0.60%,0.006,0.006
301065.SZ_本立科技.csv,1,-0.20%,0.00%,-0.20%,-0.20%,0.0,0.0
301066.SZ_万事利.csv,3,-5.26%,0.00%,0.00%,-9.84%,0.0,0.0
301067.SZ_显盈科技.csv,3,-3.63%,0.00%,-1.67%,-5.43%,0.0,0.0
301068.SZ_大地海洋.csv,3,8.31%,66.67%,24.28%,-5.33%,2.837,1.892
301069.SZ_凯盛新材.csv,2,-3.02%,0.00%,-1.73%,-4.31%,0.0,0.0
301070.SZ_开勒股份.csv,1,-1.00%,0.00%,-1.00%,-1.00%,0.0,0.0
301071.SZ_力量钻石.csv,3,-2.45%,0.00%,-0.43%,-3.82%,0.0,0.0
301072.SZ_中捷精工.csv,1,3.18%,100.00%,3.18%,3.18%,0.032,0.032
301073.SZ_君亭酒店.csv,1,1.58%,100.00%,1.58%,1.58%,0.016,0.016
301075.SZ_多瑞医药.csv,2,-1.68%,50.00%,3.73%,-7.08%,0.527,0.263
301076.SZ_新瀚新材.csv,0,N/A,N/A,N/A,N/A,,
301077.SZ_星华新材.csv,2,-9.01%,0.00%,-6.80%,-11.22%,0.0,0.0
301078.SZ_孩子王.csv,0,N/A,N/A,N/A,N/A,,
301079.SZ_邵阳液压.csv,2,2.94%,50.00%,8.84%,-2.96%,2.986,1.493
301080.SZ_百普赛斯.csv,4,-4.30%,50.00%,2.95%,-14.27%,0.227,0.114
301081.SZ_严牌股份.csv,1,7.29%,100.00%,7.29%,7.29%,0.073,0.073
301082.SZ_久盛电气.csv,1,-7.61%,0.00%,-7.61%,-7.61%,0.0,0.0
301083.SZ_百胜智能.csv,1,1.79%,100.00%,1.79%,1.79%,0.018,0.018
301085.SZ_亚康股份.csv,1,-14.14%,0.00%,-14.14%,-14.14%,0.0,0.0
301086.SZ_鸿富瀚.csv,0,N/A,N/A,N/A,N/A,,
301087.SZ_可孚医疗.csv,1,0.92%,100.00%,0.92%,0.92%,0.009,0.009
301088.SZ_戎美股份.csv,2,-4.09%,0.00%,-1.42%,-6.76%,0.0,0.0
301089.SZ_拓新药业.csv,2,18.97%,50.00%,41.01%,-3.07%,13.34,6.67
301090.SZ_华润材料.csv,0,N/A,N/A,N/A,N/A,,
301091.SZ_深城交.csv,1,-2.55%,0.00%,-2.55%,-2.55%,0.0,0.0
301092.SZ_争光股份.csv,2,-0.20%,50.00%,1.98%,-2.39%,0.831,0.415
301093.SZ_华兰股份.csv,3,0.22%,66.67%,2.91%,-3.63%,0.59,0.393
301095.SZ_广立微.csv,2,-3.31%,0.00%,-2.09%,-4.53%,0.0,0.0
301096.SZ_百诚医药.csv,1,5.75%,100.00%,5.75%,5.75%,0.058,0.058
301097.SZ_天益医疗.csv,1,3.19%,100.00%,3.19%,3.19%,0.032,0.032
301098.SZ_金埔园林.csv,5,1.87%,40.00%,9.45%,-4.81%,3.69,1.476
301099.SZ_雅创电子.csv,2,8.94%,100.00%,14.15%,3.73%,0.089,0.089
301100.SZ_风光股份.csv,1,-1.83%,0.00%,-1.83%,-1.83%,0.0,0.0
301101.SZ_明月镜片.csv,4,3.86%,50.00%,19.91%,-7.09%,2.687,1.344
301102.SZ_兆讯传媒.csv,2,0.36%,50.00%,1.47%,-0.75%,1.971,0.985
301103.SZ_何氏眼科.csv,1,-1.56%,0.00%,-1.56%,-1.56%,0.0,0.0
301105.SZ_鸿铭股份.csv,2,3.30%,100.00%,6.06%,0.54%,0.033,0.033
301106.SZ_骏成科技.csv,0,N/A,N/A,N/A,N/A,,
301107.SZ_瑜欣电子.csv,1,1.32%,100.00%,1.32%,1.32%,0.013,0.013
301108.SZ_洁雅股份.csv,2,-0.46%,50.00%,3.97%,-4.89%,0.812,0.406
301109.SZ_军信股份.csv,0,N/A,N/A,N/A,N/A,,
301110.SZ_青木科技.csv,0,N/A,N/A,N/A,N/A,,
301111.SZ_粤万年青.csv,1,-4.36%,0.00%,-4.36%,-4.36%,0.0,0.0
301112.SZ_信邦智能.csv,4,-4.24%,0.00%,-1.31%,-7.66%,0.0,0.0
301113.SZ_雅艺科技.csv,0,N/A,N/A,N/A,N/A,,
301115.SZ_联检科技.csv,1,-2.17%,0.00%,-2.17%,-2.17%,0.0,0.0
301116.SZ_益客食品.csv,0,N/A,N/A,N/A,N/A,,
301117.SZ_佳缘科技.csv,0,N/A,N/A,N/A,N/A,,
301118.SZ_恒光股份.csv,0,N/A,N/A,N/A,N/A,,
301119.SZ_正强股份.csv,1,-14.03%,0.00%,-14.03%,-14.03%,0.0,0.0
301120.SZ_新特电气.csv,1,-8.56%,0.00%,-8.56%,-8.56%,0.0,0.0
301121.SZ_紫建电子.csv,2,5.42%,50.00%,11.53%,-0.68%,16.861,8.43
301122.SZ_采纳股份.csv,1,2.65%,100.00%,2.65%,2.65%,0.026,0.026
301123.SZ_奕东电子.csv,2,-0.11%,50.00%,3.70%,-3.93%,0.942,0.471
301125.SZ_腾亚精工.csv,3,9.33%,66.67%,19.84%,-3.52%,4.472,2.982
301126.SZ_达嘉维康.csv,1,-3.56%,0.00%,-3.56%,-3.56%,0.0,0.0
301127.SZ_武汉天源.csv,1,7.16%,100.00%,7.16%,7.16%,0.072,0.072
301128.SZ_强瑞技术.csv,0,N/A,N/A,N/A,N/A,,
301129.SZ_瑞纳智能.csv,3,3.20%,66.67%,10.29%,-4.66%,1.531,1.021
301130.SZ_西点药业.csv,0,N/A,N/A,N/A,N/A,,
301131.SZ_聚赛龙.csv,0,N/A,N/A,N/A,N/A,,
301132.SZ_满坤科技.csv,0,N/A,N/A,N/A,N/A,,
301133.SZ_金钟股份.csv,0,N/A,N/A,N/A,N/A,,
301135.SZ_瑞德智能.csv,0,N/A,N/A,N/A,N/A,,
301136.SZ_招标股份.csv,3,2.22%,66.67%,15.26%,-11.58%,0.787,0.525
301137.SZ_哈焊华通.csv,0,N/A,N/A,N/A,N/A,,
301138.SZ_华研精机.csv,2,7.97%,100.00%,13.30%,2.63%,0.08,0.08
301139.SZ_元道通信.csv,0,N/A,N/A,N/A,N/A,,
301141.SZ_中科磁业.csv,0,N/A,N/A,N/A,N/A,,
301148.SZ_嘉戎技术.csv,2,1.15%,50.00%,2.48%,-0.18%,13.534,6.767
301149.SZ_隆华新材.csv,1,-2.22%,0.00%,-2.22%,-2.22%,0.0,0.0
301150.SZ_中一科技.csv,6,-3.02%,33.33%,6.17%,-15.49%,0.552,0.184
301151.SZ_冠龙节能.csv,3,17.05%,66.67%,55.80%,-5.61%,5.062,3.374
301152.SZ_天力锂能.csv,4,1.12%,50.00%,9.63%,-5.82%,1.572,0.786
301153.SZ_中科江南.csv,0,N/A,N/A,N/A,N/A,,
301155.SZ_海力风电.csv,1,35.67%,100.00%,35.67%,35.67%,0.357,0.357
301156.SZ_美农生物.csv,1,1.84%,100.00%,1.84%,1.84%,0.018,0.018
301157.SZ_华塑科技.csv,0,N/A,N/A,N/A,N/A,,
301158.SZ_德石股份.csv,3,1.86%,33.33%,11.89%,-5.89%,3.763,1.254
301159.SZ_三维天地.csv,0,N/A,N/A,N/A,N/A,,
301160.SZ_翔楼新材.csv,1,0.90%,100.00%,0.90%,0.90%,0.009,0.009
301161.SZ_唯万密封.csv,3,-1.14%,66.67%,2.85%,-7.85%,0.281,0.187
301162.SZ_国能日新.csv,2,-7.33%,0.00%,-7.10%,-7.56%,0.0,0.0
301163.SZ_宏德股份.csv,1,2.63%,100.00%,2.63%,2.63%,0.026,0.026
301165.SZ_锐捷网络.csv,0,N/A,N/A,N/A,N/A,,
301166.SZ_优宁维.csv,2,1.99%,100.00%,3.19%,0.80%,0.02,0.02
301167.SZ_建研设计.csv,3,10.14%,100.00%,16.24%,1.95%,0.101,0.101
301168.SZ_通灵股份.csv,1,-4.43%,0.00%,-4.43%,-4.43%,0.0,0.0
301169.SZ_零点有数.csv,2,2.08%,100.00%,2.96%,1.19%,0.021,0.021
301170.SZ_锡南科技.csv,0,N/A,N/A,N/A,N/A,,
301171.SZ_易点天下.csv,1,-2.36%,0.00%,-2.36%,-2.36%,0.0,0.0
301172.SZ_君逸数码.csv,0,N/A,N/A,N/A,N/A,,
301173.SZ_毓恬冠佳.csv,0,N/A,N/A,N/A,N/A,,
301175.SZ_中科环保.csv,1,-1.27%,0.00%,-1.27%,-1.27%,0.0,0.0
301176.SZ_逸豪新材.csv,1,2.44%,100.00%,2.44%,2.44%,0.024,0.024
301177.SZ_迪阿股份.csv,3,-2.14%,0.00%,-0.95%,-2.89%,0.0,0.0
301178.SZ_天亿马.csv,3,4.27%,66.67%,11.31%,-2.03%,3.649,2.433
301179.SZ_泽宇智能.csv,4,5.65%,100.00%,12.19%,1.46%,0.056,0.056
301180.SZ_万祥科技.csv,1,3.60%,100.00%,3.60%,3.60%,0.036,0.036
301181.SZ_标榜股份.csv,3,-5.52%,0.00%,-3.13%,-8.51%,0.0,0.0
301182.SZ_凯旺科技.csv,2,-0.86%,50.00%,9.69%,-11.41%,0.849,0.425
301183.SZ_东田微.csv,0,N/A,N/A,N/A,N/A,,
301185.SZ_鸥玛软件.csv,0,N/A,N/A,N/A,N/A,,
301186.SZ_超达装备.csv,0,N/A,N/A,N/A,N/A,,
301187.SZ_欧圣电气.csv,0,N/A,N/A,N/A,N/A,,
301188.SZ_力诺药包.csv,2,-3.03%,0.00%,-2.02%,-4.04%,0.0,0.0
301189.SZ_奥尼电子.csv,0,N/A,N/A,N/A,N/A,,
301190.SZ_善水科技.csv,0,N/A,N/A,N/A,N/A,,
301191.SZ_菲菱科思.csv,0,N/A,N/A,N/A,N/A,,
301192.SZ_泰祥股份.csv,0,N/A,N/A,N/A,N/A,,
301193.SZ_家联科技.csv,0,N/A,N/A,N/A,N/A,,
301195.SZ_北路智控.csv,0,N/A,N/A,N/A,N/A,,
301196.SZ_唯科科技.csv,3,-5.28%,0.00%,-2.99%,-7.84%,0.0,0.0
301197.SZ_工大科雅.csv,2,0.35%,50.00%,4.41%,-3.72%,1.187,0.593
301198.SZ_喜悦智行.csv,8,-4.80%,25.00%,9.64%,-13.93%,0.746,0.186
301199.SZ_迈赫股份.csv,2,3.08%,50.00%,8.93%,-2.78%,3.217,1.608
301200.SZ_大族数控.csv,2,1.57%,50.00%,3.23%,-0.08%,39.774,19.887
301201.SZ_诚达药业.csv,1,-2.62%,0.00%,-2.62%,-2.62%,0.0,0.0
301202.SZ_朗威股份.csv,0,N/A,N/A,N/A,N/A,,
301203.SZ_国泰环保.csv,1,4.96%,100.00%,4.96%,4.96%,0.05,0.05
301205.SZ_联特科技.csv,2,3.99%,50.00%,8.49%,-0.52%,16.277,8.139
301206.SZ_三元生物.csv,0,N/A,N/A,N/A,N/A,,
301207.SZ_华兰疫苗.csv,2,-6.03%,0.00%,-3.81%,-8.26%,0.0,0.0
301208.SZ_中亦科技.csv,1,-4.98%,0.00%,-4.98%,-4.98%,0.0,0.0
301209.SZ_联合化学.csv,1,0.35%,100.00%,0.35%,0.35%,0.004,0.004
301210.SZ_金杨股份.csv,2,21.57%,100.00%,39.36%,3.78%,0.216,0.216
301211.SZ_亨迪药业.csv,1,17.97%,100.00%,17.97%,17.97%,0.18,0.18
301212.SZ_联盛化学.csv,1,2.46%,100.00%,2.46%,2.46%,0.025,0.025
301213.SZ_观想科技.csv,0,N/A,N/A,N/A,N/A,,
301215.SZ_中汽股份.csv,0,N/A,N/A,N/A,N/A,,
301216.SZ_万凯新材.csv,0,N/A,N/A,N/A,N/A,,
301217.SZ_铜冠铜箔.csv,0,N/A,N/A,N/A,N/A,,
301218.SZ_华是科技.csv,2,-8.87%,0.00%,-7.93%,-9.82%,0.0,0.0
301219.SZ_腾远钴业.csv,3,-4.07%,33.33%,1.24%,-7.46%,0.184,0.061
301220.SZ_亚香股份.csv,2,2.26%,50.00%,14.78%,-10.26%,1.441,0.72
301221.SZ_光庭信息.csv,0,N/A,N/A,N/A,N/A,,
301222.SZ_浙江恒威.csv,0,N/A,N/A,N/A,N/A,,
301223.SZ_中荣股份.csv,1,-3.15%,0.00%,-3.15%,-3.15%,0.0,0.0
301225.SZ_恒勃股份.csv,1,4.72%,100.00%,4.72%,4.72%,0.047,0.047
301226.SZ_祥明智能.csv,0,N/A,N/A,N/A,N/A,,
301227.SZ_森鹰窗业.csv,3,7.92%,66.67%,22.08%,-0.18%,67.31,44.874
301228.SZ_实朴检测.csv,3,12.49%,100.00%,27.44%,3.94%,0.125,0.125
301229.SZ_纽泰格.csv,0,N/A,N/A,N/A,N/A,,
301230.SZ_泓博医药.csv,0,N/A,N/A,N/A,N/A,,
301231.SZ_荣信文化.csv,2,23.33%,100.00%,31.60%,15.05%,0.233,0.233
301232.SZ_飞沃科技.csv,0,N/A,N/A,N/A,N/A,,
301233.SZ_盛帮股份.csv,2,0.86%,50.00%,3.90%,-2.18%,1.789,0.894
301234.SZ_五洲医疗.csv,2,6.22%,100.00%,10.56%,1.88%,0.062,0.062
301235.SZ_华康洁净.csv,0,N/A,N/A,N/A,N/A,,
301236.SZ_软通动力.csv,2,0.33%,50.00%,3.76%,-3.10%,1.212,0.606
301237.SZ_和顺科技.csv,2,4.56%,100.00%,6.53%,2.59%,0.046,0.046
301238.SZ_瑞泰新材.csv,1,-7.07%,0.00%,-7.07%,-7.07%,0.0,0.0
301239.SZ_普瑞眼科.csv,1,5.39%,100.00%,5.39%,5.39%,0.054,0.054
301246.SZ_宏源药业.csv,2,-3.01%,0.00%,-2.88%,-3.13%,0.0,0.0
